Scenario,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Industry,Company,Thermal MWh/hr,Temp_degC,Temp_Req,Gen,Built,GEN_Opt,Modules_Built,NP_Capacity,NG_Cost (counterfactual),NPV_FOAK,NPV_NOAK,NPV_FOAK (per MWt),NPV_NOAK (per MWt)
10_Base,Aberdeen,BROWN COUNTY,46013,CHP and/or Cogeneration Process,1002047,325193,325193,2015,SD,GP-1,OCS (Other combustion source),45.459762,-98.550068,Facility,POINT (-10970543.38740248 5694194.353094675),"ABE South Dakota, LLC - Aberdeen",Ethyl Alcohol,ADVANCED BIOENERGY LLC,67.88401229,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,LYONS,RICE,20159,CHP and/or Cogeneration Process,1002082,325193,325193,2015,KS,CP-Biogas,OCS (Other combustion source),38.28959,-98.19522,Facility,POINT (-10931041.88873347 4620416.328247848),KANSAS ETHANOL LLC,Ethyl Alcohol,"KANSAS ETHANOL, LLC",55.37539727,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,292941542.1,-71333306.53,23548827.62,-1188888.442,392480.4603
10_Base,Clearfield,CLEARFIELD COUNTY,42033,CHP and/or Cogeneration Process,1003637,325193,325193,2015,PA,GP-002,OCS (Other combustion source),41.02828,-78.42462,Facility,POINT (-8730188.764055979 5016513.852688412),"Pennsylvania Grain Processing, LLC",Ethyl Alcohol,Pennsylania Grain Processing LLC,54.78630924,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,289825205.9,-73478098.39,21404035.76,-1224634.973,356733.9293
10_Base,LAMBERTON,REDWOOD COUNTY,27127,CHP and/or Cogeneration Process,1005586,325193,325193,2015,MN,GP-SV004,OCS (Other combustion source),44.23202,-95.30027,Facility,POINT (-10608777.52886149 5501418.300588821),HIGHWATER ETHANOL LLC,Ethyl Alcohol,"HIGHWATER ETHANOL, LLC",22.87752816,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,Mead,SAUNDERS,31155,CHP and/or Cogeneration Process,1012036,325193,325193,2015,NE,GP-Energy Center,OCS (Other combustion source),41.22629371,-96.63733984,County,POINT (-10757619.46260533 5045777.452014207),Unknown,Ethyl Alcohol,AltEn LLC,66.25695695,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,GRANITE FALLS,CHIPPEWA COUNTY,27023,CHP and/or Cogeneration Process,1002173,325193,325193,2015,MN,GP-SV001,OCS (Other combustion source),44.796667,-95.483333,Facility,POINT (-10629156.00880457 5589567.466036916),GRANITE FALLS ENERGY LLC,Ethyl Alcohol,"GRANITE FALLS ENERGY, LLC",47.07238497,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,209488069.4,-37786839.11,26093598.75,-944670.9778,652339.9688
10_Base,CASSELTON,CASS COUNTY,38017,CHP and/or Cogeneration Process,1008006,325193,325193,2015,ND,GP-Combustion Sources,OCS (Other combustion source),46.90376,-97.25262,Facility,POINT (-10826112.13671173 5926379.378419979),THARALDSON ETHANOL PLANT I LLC,Ethyl Alcohol,"THARALDSON ETHANOL PLANT I, LLC",32.17282771,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,ROCHELLE,OGLE,17141,CHP and/or Cogeneration Process,1004276,325193,325193,2015,IL,CP-NG11302C1-8,OCS (Other combustion source),41.89246,-89.03439,Facility,POINT (-9911262.957889728 5144884.06085784),CHS-Rochelle,Ethyl Alcohol,CHS INC,34.91805452,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,184720096.7,-54833185.27,9047252.591,-1370829.632,226181.3148
10_Base,MARION,GRANT COUNTY,18053,CHP and/or Cogeneration Process,1006083,325193,325193,2015,IN,GP-9201,OCS (Other combustion source),40.56409,-85.72789,Facility,POINT (-9543185.06158177 4948256.106106838),"CENTRAL INDIANA ETHANOL, LLC",Ethyl Alcohol,"CENTRAL INDIANA ETHANOL, LLC",68.27744177,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,HURON,BEADLE,46005,CHP and/or Cogeneration Process,1002074,325193,325193,2015,SD,GP-Huron - 4 units.,OCS (Other combustion source),44.374508,-98.253288,Facility,POINT (-10937505.98892486 5523582.260895559),"ABE South Dakota, LLC - Huron",Ethyl Alcohol,ADVANCED BIOENERGY LLC,66.06030823,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,CHANCELLOR,TURNER,46125,CHP and/or Cogeneration Process,1004526,325193,325193,2015,SD,"GP-Great Plains Ethanol, LLC",OCS (Other combustion source),43.371009,-96.961024,Facility,POINT (-10793651.81847438 5368614.783590045),POET Biorefining-Chancellor,Ethyl Alcohol,"Poet, LLC",119.0662831,382.2447258,550,Microreactor,TRUE,Microreactor,6,120,629872873.1,-112391015.7,66124565.57,-936591.7979,551038.0464
10_Base,CLINTON,CLINTON,19045,CHP and/or Cogeneration Process,1006208,311221,311221,2015,IA,CP-00-730-362-WWTP,OCS (Other combustion source),41.818117,-90.214731,Facility,POINT (-10042657.91697215 5133773.070486994),ADM CORN PROCESSING,Wet Corn Milling,Archer Daniels Midland,38.65682278,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,204498565,-41220823.01,22659614.85,-1030520.575,566490.3713
10_Base,WASHINGTON,DAVIESS,18027,CHP and/or Cogeneration Process,1004640,311221,311221,2015,IN,CP-Utility Boilers,OCS (Other combustion source),38.6335,-87.2262,Facility,POINT (-9709976.16783224 4669308.735745866),GRAIN PROCESSING CORP,Wet Corn Milling,Kent Corporation,53.91191883,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,209488069.4,-37786839.11,25467916.99,-944670.9778,636697.9247
10_Base,DECATUR,Macon,17115,CHP and/or Cogeneration Process,1005661,311221,311221,2015,IL,CFB 9,"CFB (Boiler, circulating fluidized bed)",39.8675,-88.885,Facility,POINT (-9894632.939160122 4846706.380770212),Archer Daniels Midland Co.,Wet Corn Milling,ARCHER DANIELS MIDLAND CO,32.0142017,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,COLUMBUS,PLATTE,31141,CHP and/or Cogeneration Process,1002916,311221,311221,2015,NE,CP-1,OCS (Other combustion source),41.42139,-97.288612,Facility,POINT (-10830118.74782437 5074696.695781761),ARCHER DANIEL MIDLAND COMPANY,Wet Corn Milling,ARCHER DANIELS MIDLAND CO,56.15050616,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,297041947.8,-68511237.28,26370896.86,-1141853.955,439514.9477
10_Base,LOUDON,Loudon,47105,CHP and/or Cogeneration Process,1000401,311221,311221,2015,TN,Coal Boiler #2 (PES-35),S (Stoker Boiler),35.7433,-84.3208,Facility,POINT (-9386548.519281462 4265357.093319234),Tate & Lyle-Loudon,Wet Corn Milling,Tate & Lyle Ingredients Americas LLC,25.9190813,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,MARSHALL,LYON,27083,CHP and/or Cogeneration Process,1001945,311221,311221,2015,MN,CP-1,OCS (Other combustion source),44.474067,-95.783679,Facility,POINT (-10662590.37258637 5539100.649619957),ARCHER DANIELS MIDLAND,Wet Corn Milling,ARCHER DANIELS MIDLAND CO,35.164278,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,186022644.2,-53936718.04,9943719.818,-1348417.951,248592.9955
10_Base,INDIANAPOLIS,MARION,18097,CHP and/or Cogeneration Process,1005479,311221,311221,2015,IN,GP- SFD RSP,OCS (Other combustion source),39.744833,-86.174306,Facility,POINT (-9592879.863383738 4828931.095414096),"Ingredion Incorporated, Indianapolis Plant",Wet Corn Milling,Ingredion Incorporated,39.90120854,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,211081493.5,-36690178.53,26564577.57,-917254.4632,664114.4392
10_Base,Blair,WASHINGTON,31177,CHP and/or Cogeneration Process,1006425,311221,311221,2015,NE,CP- Natural Gas Combustion Units,OCS (Other combustion source),41.520412,-96.079271,Facility,POINT (-10695495.52350894 5089408.023151175),Cargill Corn Milling North America,Wet Corn Milling,Cargill Incorporated,117.429458,382.2447257,550,Microreactor,TRUE,Microreactor,6,120,621213900.1,-118350480.1,62706525.98,-986254.0009,522554.3832
10_Base,DECATUR,Macon,17115,CHP and/or Cogeneration Process,1000334,311221,311221,2015,IL,GP-1,OCS (Other combustion source),39.8466,-88.9261,Facility,POINT (-9899208.170231724 4843675.585249538),Tate & Lyle,Wet Corn Milling,Tate & Lyle Ingredients Americas LLC,57.65788236,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,305016122.8,-63023079.29,31859054.86,-1050384.655,530984.2477
10_Base,CEDAR RAPIDS,LINN,19113,CHP and/or Cogeneration Process,1006047,311221,311221,2015,IA,CS-2 Coal-Fired,OCS (Other combustion source),41.928594,-91.687203,Facility,POINT (-10206572.7502195 5150289.16569154),ADM CORN PROCESSING,Wet Corn Milling,ARCHER DANIELS MIDLAND CO,34.6325541,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,183209770.1,-55872654.66,8007783.2,-1396816.367,200194.58
10_Base,MUSCATINE,MUSCATINE,19139,CHP and/or Cogeneration Process,1004114,311221,311221,2015,IA,"GP-B10,B11, Dryers & Process Heaters",OCS (Other combustion source),41.399581,-91.060024,Facility,POINT (-10136755.50330327 5071459.630345802),GRAIN PROCESSING CORP,Wet Corn Milling,KENT CORP,134.4011872,382.2447257,550,Microreactor,TRUE,Microreactor,7,140,710996091.6,-147541260.7,60726917.47,-1053866.148,433763.6962
10_Base,EDDYVILLE,MONROE COUNTY,19135,CHP and/or Cogeneration Process,1007881,311221,311221,2015,IA,CP-Eddyville01,OCS (Other combustion source),41.14481,-92.63579,Facility,POINT (-10312168.97203263 5033724.626844987),CARGILL INC - EDDYVILLE,Wet Corn Milling,Cargill Incorporated,70.32637761,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,BEDFORD PARK,Cook,17031,CHP and/or Cogeneration Process,1000261,311221,311221,2015,IL,Boiler 5,"OB (Boiler, other)",41.7775,-87.8233,Facility,POINT (-9776445.035784902 5127708.07391164),Ingredion Incorporated Argo Plant,Wet Corn Milling,Ingredion Incorporated,31.22344805,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,LAFAYETTE,TIPPECANOE,18157,CHP and/or Cogeneration Process,1005988,311221,311221,2015,IN,GP-01,OCS (Other combustion source),40.37688,-86.84332,Facility,POINT (-9667354.16119731 4920861.551852404),TATE & LYLE LAFAYETTE SOUTH,Wet Corn Milling,TATE & LYLE Ingredients Americas LLC,119.0077967,382.2447258,550,Microreactor,TRUE,Microreactor,6,120,629563474.3,-112603956.8,65911624.5,-938366.3068,549263.5375
10_Base,HAMMOND,LAKE,18089,CHP and/or Cogeneration Process,1001090,311221,311221,2015,IN,CP-Hammond01,OCS (Other combustion source),41.694444,-87.515833,Facility,POINT (-9742217.965909166 5115317.962454823),CARGILL INC,Wet Corn Milling,Cargill Incorporate,121.4004553,382.2447257,550,Microreactor,TRUE,Microreactor,6,120,628464208.2,-113360517.3,65155063.99,-944670.9778,542958.8666
10_Base,WAHPETON,RICHLAND COUNTY,38077,CHP and/or Cogeneration Process,1000304,311221,311221,2015,ND,GP- Wahpeton01,OCS (Other combustion source),46.3504,-96.641386,Facility,POINT (-10758069.8790762 5836679.975634005),CARGILL CORN MILLING-WAHPETON FACILITY,Wet Corn Milling,CARGILL INC,28.10554287,382.2718356,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,CEDAR RAPIDS,LINN COUNTY,19113,CHP and/or Cogeneration Process,1002632,311221,311221,2015,IA,GP-001-NG,OCS (Other combustion source),41.96867,-91.66646,Facility,POINT (-10204263.65002198 5156287.516702321),PENFORD PRODUCTS CO,Wet Corn Milling,PENFORD CORP,105.748473,382.2688607,550,Microreactor,TRUE,Microreactor,5,100,523720173.5,-94467097.78,58394406.48,-944670.9778,583944.0648
10_Base,DAYTON,Montgomery,39113,CHP and/or Cogeneration Process,1006637,311221,311221,2015,OH,CP-DAYTON01,OCS (Other combustion source),39.8242,-84.1747,Facility,POINT (-9370284.741676565 4840428.292679031),CARGILL INCORPORATED,Wet Corn Milling,"CARGILL, INCORPORATED",70.05058092,444.5078632,550,Microreactor,TRUE,Microreactor,3,60,324279479.9,-49765237.9,44122418.86,-829420.6317,735373.6476
10_Base,MEMPHIS,Shelby,47157,CHP and/or Cogeneration Process,1000407,311221,311221,2015,TN,CP-Memphis01,OCS (Other combustion source),35.0828,-90.1372,Facility,POINT (-10034027.20553146 4175139.034096771),Cargill Corn Milling,Wet Corn Milling,Cargill Incorporated,33.79737461,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,LAFAYETTE,TIPPECANOE COUNTY,18157,CHP and/or Cogeneration Process,1001675,311221,311221,2015,IN,GP-01,OCS (Other combustion source),40.44306,-86.85896,Facility,POINT (-9669095.198033318 4930536.989224114),TATE & LYLE SAGAMORE,Wet Corn Milling,Tate & Lyle Ingredients Americas LLC,116.4885939,382.2447257,550,Microreactor,TRUE,Microreactor,6,120,616236632.3,-121776042.3,59280963.83,-1014800.352,494008.0319
10_Base,KEOKUK,LEE,19111,CHP and/or Cogeneration Process,1001293,311221,311221,2015,IA,CG-1,"CCCT (CC (Turbine, combined cycle))",40.3883,-91.3953,Facility,POINT (-10174078.25689848 4922530.463268335),ROQUETTE AMERICA INC,Wet Corn Milling,"ROQUETTE AMERICA, INC",58.03989182,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,307036992.1,-61632233.21,33249900.94,-1027203.887,554165.0156
10_Base,Stockton,SAN JOAQUIN COUNTY,6077,CHP and/or Cogeneration Process,1010590,311221,311221,2015,CA,Turbine,"CCCT (CC (Turbine, combined cycle))",37.91108,-121.26238,Facility,POINT (-13498866.39398044 4566872.003370756),Ingredion Incorporated,Wet Corn Milling,Ingredion Incorporated,25.66949122,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,WAVERLY,HUMPHREYS,47085,Process Heating,1007176,322130,322130,2015,TN,GP-001,OCS (Other combustion source),36.083371,-87.93641,Facility,POINT (-9789036.383388529 4312099.165303273),Hood Container Corporation,Paperboard Mills,"Hood Companies, Inc.",77.0545498,382.2447257,550,Microreactor,TRUE,Microreactor,4,80,407626486.8,-83384979.5,41798562.85,-1042312.244,522482.0356
10_Base,AUSTELL,COBB,13067,Process Heating,1004554,322130,322130,2015,GA,CP-Natural Gas,OCS (Other combustion source),33.819375,-84.647595,Facility,POINT (-9422927.172275249 4004574.211346188),CARAUSTAR MILL GROUP INC AUSTELL BOXBOARD MILLS,Paperboard Mills,CARAUSTAR INDUSTRIES INC,88.99823706,382.2447257,550,Microreactor,TRUE,Microreactor,4,80,418976138.8,-75573678.22,48209501.71,-944670.9778,602618.7714
10_Base,BALTIMORE,FAIRFIELD COUNTY,39045,Process Heating,1001671,322130,322130,2015,OH,GP-01,OCS (Other combustion source),39.847493,-82.603404,Facility,POINT (-9195368.871071057 4843805.064003632),OHIO PAPERBOARD CORP,Paperboard Mills,THE NEWARK GROUP INC,55.28245286,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,292449856.6,-71671704.88,23210429.26,-1194528.415,386840.4877
10_Base,JACKSONVILLE,DUVAL COUNTY,12031,Process Heating,1007846,322130,322130,2015,FL,23,"OB (Boiler, other)",30.42,-81.604167,Facility,POINT (-9084134.317049259 3557651.978860073),"RockTenn CP, LLC - Seminole Mill (Formerly Smurfit-Stone)",Paperboard Mills,Rock-Tenn Company,70.91625779,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,GREEN BAY,BROWN COUNTY,55009,Process Heating,1001825,322130,322130,2015,WI,CP-52c,OCS (Other combustion source),44.52731,-88.00038,Facility,POINT (-9796157.491214577 5547410.569749077),GREEN BAY PACKAGING INC MILL DIVISION,Paperboard Mills,"GREEN BAY PACKAGING, INC",68.21915348,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,MILWAUKEE,MILWAUKEE COUNTY,55079,Process Heating,1000041,322130,322130,2015,WI,GP-01,OCS (Other combustion source),43.06367,-87.89162,Facility,POINT (-9784050.383395901 5321668.096945201),WISCONSIN PAPERBOARD CORP,Paperboard Mills,THE NEWARK GROUP INC,78.36554133,382.2447257,550,Microreactor,TRUE,Microreactor,4,80,414561766.7,-78611832.22,45171347.71,-982647.9028,564641.8464
10_Base,KALAMAZOO,Kalamazoo,26077,Process Heating,1000409,322130,322130,2015,MI,GP-NaturalGas,OCS (Other combustion source),42.3049,-85.5783,Facility,POINT (-9526532.778954003 5206761.973187052),"Graphic Packaging International, Inc.",Paperboard Mills,"Graphic Packaging International, Inc. ",115.4997392,382.2447257,550,Microreactor,TRUE,Microreactor,6,120,611005489.6,-125376331.6,55680674.46,-1044802.764,464005.6205
10_Base,NEWPORT,COCKE COUNTY,47029,Process Heating,1002861,322130,322130,2015,TN,CP-Boilers,OCS (Other combustion source),36.01772,-83.2042,Facility,POINT (-9262249.175861694 4303059.890733329),SONOCO - NEWPORT,Paperboard Mills,Sonoco Prodcuts Company,48.21451867,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,209488069.4,-37786839.11,26093598.75,-944670.9778,652339.9688
10_Base,Tama,TAMA COUNTY,19171,Process Heating,1012019,322130,322130,2015,IA,GP-01,OCS (Other combustion source),42.07991767,-92.53266945,County,POINT (-10300689.6449163 5172958.251032509),Unknown,Paperboard Mills,Paperboard Parent INC,95.23303812,382.2447257,550,Microreactor,TRUE,Microreactor,5,100,503792558,-108182109.3,46546865.61,-1081821.093,465468.6561
10_Base,PHILADELPHIA,PHILADELPHIA COUNTY,42101,Process Heating,1005979,322130,322130,2015,PA,Union Boiler,"OB (Boiler, other)",40.0135,-75.05342,Facility,POINT (-8354908.496693694 4867904.256686009),NEWMAN & CO,Paperboard Mills,NEWMAN & CO,100.056642,382.2447257,550,Microreactor,TRUE,Microreactor,5,100,523720173.5,-94467097.78,58394406.48,-944670.9778,583944.0648
10_Base,White Pigeon,ST. JOSEPH COUNTY,26149,Process Heating,1004553,322130,322130,2015,MI,GP-Boilers,OCS (Other combustion source),41.7949,-85.6494,Facility,POINT (-9534447.594749404 5130305.799636574),White Pigeon Paper Co.,Paperboard Mills,ARTISTIC CARTON CO,117.7442676,382.2447257,550,Microreactor,TRUE,Microreactor,6,120,622879275.3,-117204299.8,63852706.25,-976702.4987,532105.8854
10_Base,MOBILE,MOBILE COUNTY,1097,Process Heating,1001910,322130,322130,2015,AL,CP-Natural Gas supply,OCS (Other combustion source),30.71459,-88.10469,Facility,POINT (-9807769.227299223 3595738.429626264),MOBILE PAPERBOARD,Paperboard Mills,THE NEWARK GROUP INC,40.38474393,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,209488069.4,-37786839.11,26093598.75,-944670.9778,652339.9688
10_Base,DALLAS,DALLAS COUNTY,48113,Process Heating,1004024,322130,322130,2015,TX,GP-01,OCS (Other combustion source),32.74459,-96.80834,Facility,POINT (-10776655.1133421 3861451.421840452),ROCKTENN (DALLAS MILL),Paperboard Mills,Rock-Tenn Company,23.92592531,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,104744034.7,-18893419.56,13046799.38,-944670.9778,652339.9688
10_Base,Forney,KAUFMAN COUNTY,48257,Process Heating,1003953,322130,322130,2015,TX,GP-Forney Plant,OCS (Other combustion source),32.74107,-96.44188,Facility,POINT (-10735860.97274599 3860985.55394777),Smurfit Kappa Orange County LLC,Paperboard Mills,Smurfit Kappa Orange County LLC,71.24466578,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,DELAWARE WATER GAP,MONROE COUNTY,42089,Process Heating,1005768,322130,322130,2015,PA,B001,"OB (Boiler, other)",40.999327,-75.146544,Facility,POINT (-8365275.012954328 5012242.397007941),ROCK-TENN CONVERTING COMPANY - STROUDSBURG MILL,Paperboard Mills,Rock-Tenn Company,35.62649162,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,188467801.8,-52253859.18,11626578.68,-1306346.479,290664.4671
10_Base,WABASH,WABASH COUNTY,18169,Process Heating,1000427,322130,322130,2015,IN,Boiler-1,"OB (Boiler, other)",40.79274,-85.82977,Facility,POINT (-9554526.291303787 4981818.759648432),PAPERWORKS INDUSTRIES INC,Paperboard Mills,PAPERWORKS INDUSTRIES INC,37.18588501,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,196717153,-46576313.47,17304124.4,-1164407.837,432603.1099
10_Base,PHILADELPHIA,PHILADELPHIA COUNTY,42101,Process Heating,1006839,322130,322130,2015,PA,Boiler 3,"OB (Boiler, other)",40.03382,-75.23819,Facility,POINT (-8375476.999007569 4870858.12751947),PAPERWORKS INDUSTRIES INC,Paperboard Mills,PAPERWORKS INDUSTRIES INC,46.63928248,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,209488069.4,-37786839.11,26093598.75,-944670.9778,652339.9688
10_Base,Cincinnati,HAMILTON COUNTY,39061,Process Heating,1002016,322130,322130,2015,OH,GP-01,OCS (Other combustion source),39.15663,-84.4236,Facility,POINT (-9397992.162935009 4744132.374209673),ROCK-TENN CONVERTING COMPANY - CINCINNATI MILL,Paperboard Mills,ROCK-TENN CO,58.9661674,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,311937085.1,-58259785.95,35627870.81,-970996.4325,593797.8468
10_Base,Richmond,RICHMOND CITY,51760,Process Heating,1011729,322130,322130,2015,VA,GP-boilers,OCS (Other combustion source),37.49572,-77.43354,Facility,POINT (-8619862.243120581 4508430.861456598),Sonoco Richmond,Paperboard Mills,SONOCO PRODUCTS CO,66.2135873,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
10_Base,ONTARIO,SAN BERNARDINO COUNTY,6071,Process Heating,1005938,322130,322130,2015,CA,Sharyn Steam Boiler,"OB (Boiler, other)",34.04536,-117.53956,Facility,POINT (-13084443.96726543 4034894.393320996),"New-Indy Ontario, LLC",Paperboard Mills,"New-Indy Containerboard, LLC",38.54737545,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,203919577.4,-41619306.29,22261131.57,-1040482.657,556528.2894
10_Base,BATTLE CREEK,CALHOUN,26025,Process Heating,1004672,322130,322130,2015,MI,GP-01,OCS (Other combustion source),42.314982,-85.187287,Facility,POINT (-9483005.410900453 5208279.622120582),"Graphic Packaging International, Inc.",Paperboard Mills,GRAPHIC PACKAGING INTERNATIONAL INC,51.69841592,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,209488069.4,-37786839.11,25467916.99,-944670.9778,636697.9247
10_Base,CONYERS,ROCKDALE,13247,Process Heating,1006377,322130,322130,2015,GA,CP-7372,OCS (Other combustion source),33.66027,-83.98889,Facility,POINT (-9349600.467092266 3983275.301013496),PRATT INDUSTRIES MILL DIV CONYERS,Paperboard Mills,PRATT INDUSTRIES USA,81.02647124,382.2447257,550,Microreactor,TRUE,Microreactor,4,80,418976138.8,-75573678.22,48209501.71,-944670.9778,602618.7714
10_Base,HENDERSON,HENDERSON COUNTY,21101,Process Heating,1006626,322130,322130,2015,KY,Power Boiler I,"OB (Boiler, other)",37.81649,-87.58793,Facility,POINT (-9750243.76723689 4553534.34146407),INTERNATIONAL PAPER - HENDERSON MILL,Paperboard Mills,INTERNATIONAL PAPER CO,103.7285404,382.2447257,550,Microreactor,TRUE,Microreactor,5,100,523720173.5,-94467097.78,58394406.48,-944670.9778,583944.0648
10_Base,Syracuse,ONONDAGA COUNTY,36067,Process Heating,1011051,322130,322130,2015,NY,GP-02,OCS (Other combustion source),43.06406,-76.20456,Facility,POINT (-8483052.815325463 5321727.520725812),"RockTenn - Solvay, LLC",Paperboard Mills,ROCK-TENN CO,91.86948011,382.2447257,550,Microreactor,TRUE,Microreactor,4,80,418976138.8,-75573678.22,48209501.71,-944670.9778,602618.7714
10_Base,CHATTANOOGA,HAMILTON,47065,Process Heating,1007804,322130,322130,2015,TN,GP-01,OCS (Other combustion source),35.058281,-85.327606,Facility,POINT (-9498625.650529075 4171804.122430075),ROCK TENN CONVERTING COMPANY - CHATTANOOGA MILL,Paperboard Mills,Rock-Tenn Company,39.78786652,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,210481902.6,-37102841.88,26777595.98,-927571.047,669439.8995
10_Base,Hutchinson,RENO COUNTY,20155,Process Heating,1004961,322130,322130,2015,KS,EU-1 Process Boiler,"OB (Boiler, other)",38.05416,-97.88538,Facility,POINT (-10896550.65770608 4587079.632186214),Sonoco Products Company,Paperboard Mills,SONOCO PRODUCTS CO,34.48052925,382.2447257,550,Microreactor,TRUE,Microreactor,2,40,182405543,-56426157.09,7454280.774,-1410653.927,186357.0193
10_Base,Uncasville,NEW LONDON COUNTY,9011,Process Heating,1001697,322130,322130,2015,CT,EU-2,"OB (Boiler, other)",41.435362,-72.0993,Facility,POINT (-8026057.362551469 5076771.102618434),RockTenn,Paperboard Mills,Rock-Tenn Company,18.65892116,382.2447257,550,Microreactor,TRUE,Microreactor,1,20,98707610.37,-23047937.16,9189278.82,-1152396.858,459463.941
10_Base,Cowpens,SPARTANBURG,45083,Process Heating,1010759,322130,322130,2015,SC,CP-Cowpens Gas Line,OCS (Other combustion source),35.019663,-81.782581,Facility,POINT (-9103995.272679649 4166553.588381917),KapStone Kraft Paper Corporation,Paperboard Mills,KAPSTONE PAPER & PACKAGING CORP,57.8285225,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,305918826.6,-62401801.05,32480333.1,-1040030.017,541338.885
10_Base,SAVANNAH,CHATHAM,13051,Process Heating,1006803,322130,322130,2015,GA,LK07,0,32.10387,-81.123062,Facility,POINT (-9030577.953431161 3776952.914711928),INTERNATIONAL PAPER SAVANNA MILL,Paperboard Mills,INTERNATIONAL PAPER CO,105.5272921,382.2447257,550,Microreactor,TRUE,Microreactor,5,100,523720173.5,-94467097.78,58394406.48,-944670.9778,583944.0648
10_Base,MORRILTON,CONWAY,5029,Process Heating,1002098,322130,322130,2015,AR,Unit 2 (#2 Lime Kiln  SN-08),0,35.097355,-92.73854,Facility,POINT (-10323607.04971163 4177119.182723092),GREEN BAY PACKAGING/ARK KRAFT,Paperboard Mills,"GREEN BAY PACKAGING, INC",60.63362188,382.2447257,550,Microreactor,TRUE,Microreactor,3,60,314232104.1,-56680258.67,37207398.1,-944670.9778,620123.3016
